时间,标签,事件,内容
2019.06.14,すべてイベント,「6月ルナの塔」開催中！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)12:00から、高難易度クエスト「ルナの塔」を開催中です！ルナの塔は、各階に出…
2019.06.15,すべてイベント,「復刻イベントクエスト」プレイヤーEXP獲得量1.5倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/15(土)12:00から「復刻イベントクエスト」プレイヤーEXP獲得量1.5倍キャンペーン…
2019.06.14,すべてイベント,ストーリーイベント「Re:ゼロから集まる異世界食卓」開催終了！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)21:00に、ストーリーイベント「Re:ゼロから集まる異世界食卓」の開催期間が終…
2019.06.14,すべてお知らせ,マスターショップにおける一部キャラのメモリーピース購入上限の解放について,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)12:00に、マスターショップにラインナップされている下記キャラのメモリーピース…
2019.06.14,すべてお知らせ,「ノーマルクエスト」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)05:00から「ノーマルクエスト」ドロップ量2倍キャンペーンを開始しました！！…
2019.06.13,お知らせ,「ぷりこねっ！りだいぶ」第105話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第105話を掲載しました！■4コマ「…
2019.06.11,お知らせ,「ぷりこねっ！りだいぶ」第104話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第104話を掲載しました！■4コマ「…
2019.06.12,すべてお知らせアップデート,新機能「クイックスタート」追加！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/12(水)12:00に、新機能「クイックスタート」を追加しました！「クイックスタート」は…
2019.06.14,すべてお知らせ,「探索」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)05:00から「探索」ドロップ量2倍キャンペーンを開始しました！！キャンペーン…
2019.06.12,すべてお知らせアップデート,アップデートのお知らせ【2019/06/12(水),12:00公開】プリンセスコネクト！Re:Dive運営事務局です。2019/06/12(水)12:00にアップデートを行いました。※強制アップデートは、2019/06/1…
2019.06.10,お知らせイベント,Animelo,SummerLive2019-STORY-出演決定のお知らせ今年開催される「AnimeloSummerLive2019-STORY-」の2019/08/30(金)に、プリコネが初出演決定！歌のバトルアリーナこ…
2019.06.11,すべてお知らせ,「ダンジョン」マナドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/11(火)05:00から「ダンジョン」マナドロップ量2倍キャンペーンを開始しました！！キ…
2019.06.07,すべてお知らせ,「ノーマルクエスト」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/07(金)05:00から「ノーマルクエスト」ドロップ量2倍キャンペーンを開始しました！！…
2019.06.11,すべてお知らせ,「ジュエル購入」に「毎日更新,ジュエル500個」を期間限定で追加！プリンセスコネクト！Re:Dive運営事務局です。2019/06/11(火)12:00から「ジュエル購入」に「毎日更新ジュエル500個」を期間限定で追加…
2019.06.07,すべてお知らせ,「6月ルナの塔」開催決定！,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)12:00から、高難易度クエスト「ルナの塔」の開催が決定しました！ルナの塔は、…
2019.06.03,お知らせ,「ぷりこねっ！りだいぶ」第102話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第102話を掲載しました！■4コマ「…
2019.06.10,すべてイベント,復刻ストーリーイベント「ヴァンパイアハンター,withイリヤ」開催決定！プリンセスコネクト！Re:Dive運営事務局です。2019/06/15(土)12:00から、復刻ストーリーイベント「ヴァンパイアハンターwithイリヤ」…
2019.06.05,お知らせ,「ぷりこねっ！りだいぶ」第103話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第103話を掲載しました！■4コマ「…
2019.05.31,すべてお知らせ,マスターショップにおける一部キャラのメモリーピース購入上限の解放について,プリンセスコネクト！Re:Dive運営事務局です。2019/06/14(金)12:00に、マスターショップにラインナップされている下記キャラのメモリーピース…
2019.05.31,すべてお知らせ,期間限定キャラ「レム」登場！！,プリンセスコネクト！Re:Dive運営事務局です。期間限定キャラ「レム」がピックアップガチャとプラチナガチャから登場！ピックアップガチャでは「レム」の提供割…
2019.06.01,すべてお知らせ,Google,Play版にて、ジュエルを購入する際にエラーが発生する現象についてプリンセスコネクト！Re:Dive運営事務局です。2019/06/01(土)20:30ごろから、GooglePlay版にて、ジュエルを購入する際にエラーが…
2019.05.31,すべてお知らせイベント,ストーリーイベント「Re:ゼロから集まる異世界食卓」開催中！【2019/05/31(金),19:30追記】プリンセスコネクト！Re:Dive運営事務局です。2019/05/31(金)12:00から「Re:ゼロから始める異世界生活」とのコラボレーションイベント「R…
2019.05.31,すべてお知らせ,「Re:ゼロから始める異世界生活」コラボ記念プレゼントのお知らせ,プリンセスコネクト！Re:Dive運営事務局です。「Re:ゼロから始める異世界生活」と「プリンセスコネクト！Re:Dive」のコラボを記念して、プレイヤーの皆…
2019.05.31,すべてお知らせ,キャラ専用装備追加！,プリンセスコネクト！Re:Dive運営事務局です。2019/05/31(金)12:00に「キャラ専用装備」を追加しました。■キャラ専用装備が追加されたキャ…
2019.05.31,すべてお知らせアップデート,アップデートのお知らせ【2019/05/31(金),12:00更新】プリンセスコネクト！Re:Dive運営事務局です。2019/05/31(金)12:00にアップデートを行いました。※本アップデートでは、ストアからのアップ…
2019.05.29,お知らせ,「ぷりこねっ！りだいぶ」第101話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第101話を掲載しました！■4コマ「…
2019.05.31,すべてお知らせ,「探索」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/05/31(金)05:00から「探索」ドロップ量2倍キャンペーンを開始しました！！キャンペーン…
2019.05.31,すべてお知らせ,「イベントクエスト」プレイヤーEXP獲得量1.5倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/05/31(金)12:00から「イベントクエスト」プレイヤーEXP獲得量1.5倍キャンペーンを開…
2019.05.31,すべてお知らせ,5月「クランバトル」開催期間終了！【2019/05/31(金),15:00追記】プリンセスコネクト！Re:Dive運営事務局です。2019/05/30(木)23:59に、5月「クランバトル」の開催期間が終了しました。クランランキングの…
2019.05.29,お知らせグッズ,「プリンセスコネクト！Re:Dive」キャラクターソングCD第8弾発売のお知らせ,プリンセスコネクト！Re:Dive運営事務局です。2019/05/29(水)から「プリンセスコネクト！Re:DivePRICONNECHARACTERS…
2019.05.29,お知らせ,「プリンセスコネクト！Re:Dive」カラオケ配信に関するお知らせ,プリンセスコネクト！Re:Dive運営事務局です。ミニアルバム「プリンセスコネクト！Re:DiveLostPrincess〜ようこそ美食殿へ！～」に収録…
